"long","lat","n","cat"
-103.490954773869,20.572864321608,8.89424170528582,"Muy alta"
-103.488944723618,20.572864321608,9.22651450530157,"Muy alta"
-103.486934673367,20.572864321608,9.57681598739146,"Muy alta"
-103.484924623116,20.572864321608,9.94377584040376,"Muy alta"
-103.482914572864,20.572864321608,10.3254678333587,"Muy alta"
-103.480904522613,20.572864321608,10.7193906955963,"Muy alta"
-103.478894472362,20.572864321608,11.1224713814781,"Muy alta"
-103.476884422111,20.572864321608,11.5310949663735,"Muy alta"
-103.474874371859,20.572864321608,11.9411643724316,"Muy alta"
-103.472864321608,20.572864321608,12.3481908821877,"Muy alta"
-103.470854271357,20.572864321608,12.7474128953017,"Muy alta"
-103.468844221106,20.572864321608,13.1339361993569,"Muy alta"
-103.466834170854,20.572864321608,13.5028856123126,"Muy alta"
-103.464824120603,20.572864321608,13.8495574178578,"Muy alta"
-103.462814070352,20.572864321608,14.1695669216497,"Muy alta"
-103.4608040201,20.572864321608,14.4589970934139,"Muy alta"
-103.458793969849,20.572864321608,14.7145717375788,"Muy alta"
-103.456783919598,20.572864321608,14.933895951046,"Muy alta"
-103.454773869347,20.572864321608,15.1158210387821,"Muy alta"
-103.452763819095,20.572864321608,15.2609928807142,"Muy alta"
-103.450753768844,20.572864321608,15.3726256074042,"Muy alta"
-103.448743718593,20.572864321608,15.4575018876003,"Muy alta"
-103.446733668342,20.572864321608,15.527131577961,"Muy alta"
-103.44472361809,20.572864321608,15.5988896599138,"Muy alta"
-103.442713567839,20.572864321608,15.6967825286374,"Muy alta"
-103.440703517588,20.572864321608,15.8512493228791,"Muy alta"
-103.438693467337,20.572864321608,16.0971419223388,"Muy alta"
-103.436683417085,20.572864321608,16.4689244408055,"Muy alta"
-103.434673366834,20.572864321608,16.9925363983857,"Muy alta"
-103.432663316583,20.572864321608,17.6746513805956,"Muy alta"
-103.430653266332,20.572864321608,18.4922260718286,"Muy alta"
-103.42864321608,20.572864321608,19.3873122571295,"Muy alta"
-103.426633165829,20.572864321608,20.2721464528677,"Muy alta"
-103.424623115578,20.572864321608,21.0459347719061,"Muy alta"
-103.422613065327,20.572864321608,21.6185258748028,"Muy alta"
-103.420603015075,20.572864321608,21.9314960542724,"Muy alta"
-103.418592964824,20.572864321608,21.968128779883,"Muy alta"
-103.416582914573,20.572864321608,21.7499410581659,"Muy alta"
-103.414572864322,20.572864321608,21.3239917029405,"Muy alta"
-103.41256281407,20.572864321608,20.7478531488541,"Muy alta"
-103.410552763819,20.572864321608,20.0775306869546,"Muy alta"
-103.408542713568,20.572864321608,19.3603581096449,"Muy alta"
-103.406532663317,20.572864321608,18.6323758036542,"Muy alta"
-103.404522613065,20.572864321608,17.9186557602334,"Muy alta"
-103.402512562814,20.572864321608,17.235071830466,"Muy alta"
-103.400502512563,20.572864321608,16.5904783793922,"Muy alta"
-103.398492462312,20.572864321608,15.9887385169623,"Muy alta"
-103.39648241206,20.572864321608,15.4303792740211,"Muy alta"
-103.394472361809,20.572864321608,14.9138394200381,"Muy alta"
-103.392462311558,20.572864321608,14.4363600391807,"Muy alta"
-103.390452261307,20.572864321608,13.9945933572199,"Muy alta"
-103.388442211055,20.572864321608,13.585002761627,"Muy alta"
-103.386432160804,20.572864321608,13.2041142015478,"Muy alta"
-103.384422110553,20.572864321608,12.8486648045055,"Muy alta"
-103.382412060302,20.572864321608,12.5156820493139,"Muy alta"
-103.38040201005,20.572864321608,12.2025170867473,"Muy alta"
-103.378391959799,20.572864321608,11.9068486255765,"Muy alta"
-103.376381909548,20.572864321608,11.6266686852141,"Muy alta"
-103.374371859296,20.572864321608,11.3602579247181,"Muy alta"
-103.372361809045,20.572864321608,11.1061557516559,"Muy alta"
-103.370351758794,20.572864321608,10.8631286635391,"Muy alta"
-103.368341708543,20.572864321608,10.6301390524559,"Muy alta"
-103.366331658291,20.572864321608,10.4063158459485,"Muy alta"
-103.36432160804,20.572864321608,10.1909277615223,"Muy alta"
-103.362311557789,20.572864321608,9.98335954100639,"Muy alta"
-103.360301507538,20.572864321608,9.78309125315536,"Muy alta"
-103.358291457286,20.572864321608,9.58968057245056,"Muy alta"
-103.356281407035,20.572864321608,9.40274783116911,"Muy alta"
-103.354271356784,20.572864321608,9.22196357978737,"Muy alta"
-103.352261306533,20.572864321608,9.04703836504359,"Muy alta"
-103.350251256281,20.572864321608,8.87771443143629,"Muy alta"
-103.34824120603,20.572864321608,8.71375906347112,"Muy alta"
-103.346231155779,20.572864321608,8.55495930903453,"Muy alta"
-103.344221105528,20.572864321608,8.40111784834789,"Muy alta"
-103.342211055276,20.572864321608,8.25204980278249,"Muy alta"
-103.340201005025,20.572864321608,8.1075803045469,"Muy alta"
-103.338190954774,20.572864321608,7.96754267534016,"Muy alta"
-103.336180904523,20.572864321608,7.83177708579933,"Muy alta"
-103.334170854271,20.572864321608,7.70012958992811,"Muy alta"
-103.33216080402,20.572864321608,7.57245144669378,"Muy alta"
-103.330150753769,20.572864321608,7.44859865844046,"Muy alta"
-103.328140703518,20.572864321608,7.32843166911334,"Muy alta"
-103.326130653266,20.572864321608,7.21181517712375,"Muy alta"
-103.324120603015,20.572864321608,7.09861802760224,"Muy alta"
-103.322110552764,20.572864321608,6.98871315667748,"Muy alta"
-103.320100502513,20.572864321608,6.88197756731279,"Muy alta"
-103.318090452261,20.572864321608,6.7782923208506,"Alta"
-103.31608040201,20.572864321608,6.67754253355452,"Alta"
-103.314070351759,20.572864321608,6.57961737005644,"Alta"
-103.312060301508,20.572864321608,6.48441002848085,"Alta"
-103.310050251256,20.572864321608,6.39181771425774,"Alta"
-103.308040201005,20.572864321608,6.3017416007242,"Alta"
-103.306030150754,20.572864321608,6.21408677629734,"Alta"
-103.304020100503,20.572864321608,6.12876217798475,"Alta"
-103.302010050251,20.572864321608,6.04568051274964,"Alta"
-103.3,20.572864321608,5.96475816748898,"Alta"
-103.7,20.5753768844221,2.73556576335386,"Baja"
-103.697989949749,20.5753768844221,2.75235022846118,"Baja"
-103.695979899497,20.5753768844221,2.76931838868313,"Baja"
-103.693969849246,20.5753768844221,2.78647284342514,"Baja"
-103.691959798995,20.5753768844221,2.80381623871153,"Baja"
-103.689949748744,20.5753768844221,2.82135126882804,"Baja"
-103.687939698492,20.5753768844221,2.83908067808534,"Baja"
-103.685929648241,20.5753768844221,2.85700726269988,"Baja"
-103.68391959799,20.5753768844221,2.87513387287436,"Baja"
-103.681909547739,20.5753768844221,2.89346341492092,"Baja"
-103.679899497487,20.5753768844221,2.91199885372134,"Baja"
-103.677889447236,20.5753768844221,2.93074321520271,"Baja"
-103.675879396985,20.5753768844221,2.94969958917545,"Baja"
-103.673869346734,20.5753768844221,2.96887113221828,"Baja"
-103.671859296482,20.5753768844221,2.98826107103787,"Baja"
-103.669849246231,20.5753768844221,3.00787270581441,"Baja"
-103.66783919598,20.5753768844221,3.02770941407834,"Baja"
-103.665829145729,20.5753768844221,3.04777465470079,"Baja"
-103.663819095477,20.5753768844221,3.06807197241824,"Baja"
-103.661809045226,20.5753768844221,3.08860500252649,"Baja"
-103.659798994975,20.5753768844221,3.10937747607477,"Baja"
-103.657788944724,20.5753768844221,3.1303932255164,"Baja"
-103.655778894472,20.5753768844221,3.15165619080017,"Media"
-103.653768844221,20.5753768844221,3.17317042591958,"Media"
-103.65175879397,20.5753768844221,3.19494010612925,"Media"
-103.649748743719,20.5753768844221,3.21696953564788,"Media"
-103.647738693467,20.5753768844221,3.23926315620611,"Media"
-103.645728643216,20.5753768844221,3.26182555608102,"Media"
-103.643718592965,20.5753768844221,3.28466148013695,"Media"
-103.641708542714,20.5753768844221,3.30777584059069,"Media"
-103.639698492462,20.5753768844221,3.33117372880588,"Media"
-103.637688442211,20.5753768844221,3.35486042808134,"Media"
-103.63567839196,20.5753768844221,3.37884142757957,"Media"
-103.633668341709,20.5753768844221,3.40312243748485,"Media"
-103.631658291457,20.5753768844221,3.42770940558967,"Media"
-103.629648241206,20.5753768844221,3.4526085352536,"Media"
-103.627638190955,20.5753768844221,3.47782630513348,"Media"
-103.625628140704,20.5753768844221,3.50336949068696,"Media"
-103.623618090452,20.5753768844221,3.52924518764257,"Media"
-103.621608040201,20.5753768844221,3.55546083769241,"Media"
-103.61959798995,20.5753768844221,3.58202425669151,"Media"
-103.617587939698,20.5753768844221,3.60894366545335,"Media"
-103.615577889447,20.5753768844221,3.63622772363487,"Media"
-103.613567839196,20.5753768844221,3.66388556685342,"Media"
-103.611557788945,20.5753768844221,3.69192684765858,"Media"
-103.609547738693,20.5753768844221,3.72036178043709,"Media"
-103.607537688442,20.5753768844221,3.7492011909967,"Media"
-103.605527638191,20.5753768844221,3.77845657139778,"Media"
-103.60351758794,20.5753768844221,3.80814014030238,"Media"
-103.601507537688,20.5753768844221,3.83826490990305,"Media"
-103.599497487437,20.5753768844221,3.86884476001615,"Media"
-103.597487437186,20.5753768844221,3.89989452038708,"Media"
-103.595477386935,20.5753768844221,3.93143006195214,"Media"
-103.593467336683,20.5753768844221,3.9634683986319,"Media"
-103.591457286432,20.5753768844221,3.99602780054829,"Media"
-103.589447236181,20.5753768844221,4.02912792058123,"Media"
-103.58743718593,20.5753768844221,4.06278993574961,"Media"
-103.585427135678,20.5753768844221,4.09703670570434,"Media"
-103.583417085427,20.5753768844221,4.13189295036318,"Media"
-103.581407035176,20.5753768844221,4.16738544952386,"Alta"
-103.579396984925,20.5753768844221,4.20354326777942,"Alta"
-103.577386934673,20.5753768844221,4.24039800797982,"Alta"
-103.575376884422,20.5753768844221,4.27798409755815,"Alta"
-103.573366834171,20.5753768844221,4.31633911277368,"Alta"
-103.57135678392,20.5753768844221,4.35550414612317,"Alta"
-103.569346733668,20.5753768844221,4.39552422399174,"Alta"
-103.567336683417,20.5753768844221,4.43644878168834,"Alta"
-103.565326633166,20.5753768844221,4.47833220535176,"Alta"
-103.563316582915,20.5753768844221,4.5212344505735,"Alta"
-103.561306532663,20.5753768844221,4.56522175064129,"Alta"
