Colonia,NoAsignacion,Descripcion,MontoContratado,EmpresaContratista,ClaseAsigna,ZonaC,Rubro,SubRubro,FechaInicio,FechaTermino,StatusAdmvo,Control,Anio
164,914/P-AD-C12-07,CONSTRUCCION DE CARPETA ASFALTICA Y SELLO SLURRY SEAL SOBRE EMPEDRADO UBICADO EN LA CALLE 6 DE ENERO ENTRE AV. AVIACION Y CALLE ATOTONILCO EN LA  COLONIA HOGARES DE NUEVO MEXICO,287115.75,EMULSIONES SELLOS Y PAVIMENTOS ASFALTICOS S.A. DE C.V.,Obra,3,Infraestructura Urbana,Infraestructura Vial,03-Dic-07,06-Ene-08,Finiquitada,1,2007
344,915/P-AD-C12-07,CONSTRUCCION DE LOSAS DE CONCRETO HIDRAULICO Y REHABILITACION DE REDES HIDRAULICAS UBICADAS EN LA CALLE FRAY JUAN DE SAN RAMON EN LA COLONIA SAN FRANCISCO,450000,DICOYBA S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Infraestructura Vial,17-Dic-07,3-Feb-07,En proceso,1,2007
421,916/N-AD-C12-07,CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO PARA LAS SIGUIENTES CALLES: CASUARINA DE EUCALIPTO A CERRADA CIPRES ITALIANO DE EUCALIPTO A CERRADA Y EL ZAPOTE DE MOCTEZUMA A CERRADA EN LA COLONIA  PREDIO EL ZAPOTE.,428834.2,PAL CONSTRUCCIONES S.A. DE C.V.,Obra,3,Infraestructura Urbana,Alcantarillado,12-Feb-08,25-Mar-08,En proceso,1,2007
261,917/N-AD-C12-07,CONSTRUCCION DE RED DE DRENAJE UBICADA EN LAS SIGUIENTES CALLES  1.-DIVISION ORIENTE DE ENTRE AGUA MARINA  Y  SAN FCO. MIGUEL ALEMAN ENTRE FRESNO Y  CEREZO CALLE MIGUEL ALEMAN ENTRE JOSE GPE. GALLO  Y  CUAUTHEMOC CARDENAS  TUCAN ENTRE EJE LAS TORRES  Y,335960.74,COPASO CONSTRUCCIONES S.A. DE C.V.,Obra,8,Infraestructura Urbana,Alcantarillado,17-Dic-07,29-Feb-08,En proceso,1,2007
189,918/N-AD-C12-07,REHABILITACION DE RED DE ALCANTARILLADO SANITARIO CON TUBERIA DE PVC SERIE S-25 Y DESCARGAS DOMICILIARIAS EN LA CALLE PROLONGACION LIBERACION ENTRE CUAUHTEMOC Y LAURELES EN LA  COLONIA JARDINES DE LOS BELENES.,207916.24,COPASO CONSTRUCCIONES S.A. DE C.V.,Obra,2B,Infraestructura Urbana,Alcantarillado,,,Por Iniciar,1,2007
257,919/N-AD-C12-07,"CONSTRUCCION DE LA RED DE AGUA POTABLE CON TUBERIA DE P.V.C. SERIE RD-26 DE 4"" DE DIAMETRO Y TOMAS DOMICILIARIAS UBICADA EN LAS CALLES SIGUIENTES: VALENCIA Y VALLADOLID ENTRE LIBERTADORES Y MADRID PRIV. MADRID ENTRE LIBERTADORES Y BELEN BELEN ENTRE PRI",840362.04,CONSTRUCTORA TZAULAN S.A. DE C.V.,Obra,2B,Infraestructura Urbana,Agua Potable,24-Dic-07,3-Feb-08,En proceso,1,2007
249,920/N-AD-C12-07,"CONSTRUCCIoN DE LA RED DE AGUA POTABLE CON TUBERIA DE PVC SERIE RD-26 DE 4"" DE DIAMETRO Y TOMAS DOMICILIARIAS UBICADAS EN LAS CALLES SIGUIENTES:  CEREZO ENTRE LA CALLE TORONJA A LA CALLE NOGAL ( ARROYO) AMAPOLA ENTRE CEREZO Y PRIV. AMAPOLA LIMON ENTRE",980373.78,CONSTRUCTORA TZAULAN S.A. DE C.V.,Obra,2B,Infraestructura Urbana,Agua Potable,24-Dic-07,3-Feb-08,En proceso,1,2007
63,921/P-AD-C12-07,REHABILITACION DE UNIDAD DEPORTIVA  UBICADA EN AVENIDA JESUS ENTRE LA CALLE ROSAS Y SANTA MERCEDES EN LA COLONIA LA CASITA.,378882.87,BALKEN S.A. DE C.V.,Obra,4,Equipamiento Urbano,Deportes,17-Dic-07,13-Ene-08,En proceso,1,2007
408,922/P-AD-C12-07,"ELABORACION DE PROYECTO EJECUTIVO DEL PARQUE ECOLOGICO ""LA ROBLEDA"" UBICADO EN LA COLONIA VILLAS DE GUADALUPE.",444216.08,RAMIRO Y ASOCIADOS S.A. DE C.V.,Estudio y/o Proyecto,2B,Equipamiento Urbano,Ecologia,03-Dic-07,30-Dic-07,Finiquitada,1,2007
370,923/P-AD-C12-07,ELABORACION DEL PROYECTO EJECUTIVO PARA LA REMODELACION DE LA UNIDAD DEPORTIVA TABACHINES QUE INCLUYE: DISEniO DE PLAZOLETAS ANDADORES PUENTES DE PISTA DE TROTE AREAS INFANTILES CANCHAS DE FUTBOL CON TRIBUNAS Y VESTIDORES PROYECTO DEL CONJUNTO DE PLAT,534318.75,AVANTE ARQUITECTOS Y ASOCIADOS S.A. DE C.V.,Estudio y/o Proyecto,2A,Equipamiento Urbano,Deportes,03-Dic-07,10-Feb-08,En proceso,1,2007
356,924/P-AD-C12-07,ELABORACION DE PROYECTO PARA LA CONSTRUCCION DE  CENTRO DE SALUD TIPO II UBICADO EN LA COLONIA SANTA ANA TEPETITLAN,189312.22,CONSTRU Y GUADALAJARA S.A. DE C.V.,Estudio y/o Proyecto,8,Equipamiento Urbano,Salud,17-Dic-07,21-Ene-08,Por Iniciar,1,2007
250,925/P-AD-C12-07,ELABORACION DE PROYECTO PARA LA CONSTRUCCION DE  CENTRO DE SALUD TIPO III UBICADO EN LA COLONIA MIRAMAR,459756.55,CONSTRU Y GUADALAJARA S.A. DE C.V.,Estudio y/o Proyecto,7,Equipamiento Urbano,Salud,17-Dic-07,17-Feb-08,En proceso,1,2007
370,941/P-AD-C12-07,OBRA DE BACHEO FORMAL RENIVELACION Y REENCARPETADO SOBRE LA AVENIDA TABACHINES ENTRE PERIFERICO Y PASEO DE LAS LIMAS,232254,DATO CONSTRUCCIONES S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,24-Dic-07,17-Feb-08,Por Iniciar,1,2007
16,944/P-CR-C12-07,RECONSTRUCCION DE CONCRETO ASFALTICO SOBRE LA AVENIDA RIO BLANCO ENTRE AVENIDA INDUSTRIA TEXTIL Y BOULEVARD BOSQUES DE SAN ISIDRO,3264348,CONCURSO POR INVITACION RESTRINGIDA,Obra,3,Infraestructura Urbana,Infraestructura Vial,,,Por Iniciar,1,2007
323,946/P-CR-C12-07,OBRA DE RECICLADO DE PAVIMENTO SOBRE LA AVENIDA SANTA MARGARITA  ENTRE AVENIDA DEL SERVIDOR PUBLICO Y AVENIDA ACUEDUCTO,1610322,CONCURSO POR INVITACION RESTRINGIDA,Obra,4,Infraestructura Urbana,Infraestructura Vial,,,Por Iniciar,1,2007
198,949/P-AD-C12-07,CONSTRUCCION DE PAVIMENTO Y REENCARPETADO SOBRE EL ANTIGUO CAMINO A TESISTAN ENTRE AVENIDA DEL VALLE Y AVENIDA MAGNOLIA,924130.8,ASFALTOS INTERNACIONALES DE GUADALAJARA S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,17-Dic-07,10-Feb-08,Por Iniciar,1,2007
25,951/P-AD-C13-07,OBRA DE RENIVELACION Y REENCARPETADO SOBRE LA AVENIDA GRANADITOS ENTRE AVENIDA FEDERALISMO Y AVENIDA EXPERIENCIA.,1001742,ARMAR EDIFICACIONES Y ACABADOS S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,31-Dic-07,27-Ene-08,Por Iniciar,1,2007
233,955/P-AD-C12-07,OBRA DE BACHEO FORMAL Y SELLO SLURRY SOBRE LA AVENIDA AURELIO ORTEGA CARRIL NORTE ENTRE MANUEL ALATORRE Y AVENIDA LAURELES,378879,TECNOLOGIA EN ASFALTOS S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,14-Feb-08,12-Mar-08,Por Iniciar,1,2007
399,958/P-CA-C12-07,PROYECTO DE ADECUACION POR REUBICACION DE LA PLANTA DE TRANSFERENCIA DE RESIDUOS SOLIDOS UBICADA EN LOS CRUCES DE LATERAL DEL ANILLO PERIFERICO Y LA CALLE MELCHOR OCAMPO EN LA COLONIA EL VIGIA,224250,KENZO CONCRETO ARMADO S.A DE C.V,Convenio Adicional,1B,Equipamiento Urbano,Ecologia,28-Dic-07,24-Ene-08,En proceso,1,2007
371,959/P-AD-C12-07,ELABORACION DEL PROYECTO EJECUTIVO DE: AREAS VERDES GENERAL (SIN RIEGO) ARBOLADO DE BOSQUE CON RIEGO Y ARBOLADOS CON CAMINAMIENTOS; ALUMBRADO GENERAL DE AREAS JARDINADAS CANCHAS Y ANDADORES EDIFICIOS DE: OFICINAS ADMINISTRATIVAS VESTIDORES DE ALBERCA,1147312.45,ADQUADRUM DESARROLLADORES S.C.,Estudio y/o Proyecto,1B,Equipamiento Urbano,Deportes,03-Dic-07,2-Mar-08,En proceso,1,2007
370,960/P-AD-C12-07,ELABORACION DE LEVANTAMIENTO TOPOGRAFICO Y ESTUDIO DE MECANICA DE SUELOS PARA EL PROYECTO EJECUTIVO DE REMODELACION DE LA UNIDAD DEPORTIVA TABACHINES UBICADA EN PERIFERICO NORTE Y AV. TABACHINES EN LA COLONIA TABACHINES.,88262.5,AVANTE ARQUITECTOS Y ASOCIADOS S.A. DE C.V.,Estudio y/o Proyecto,2A,Equipamiento Urbano,Deportes,03-Dic-07,30-Dic-07,Por Iniciar,1,2007
394,961/N-AD-C12-07,CONSTRUCCION DE EMPEDRADO EN EL CAMINO SACACOSECHAS DE LA MESA ANCHA (POTRERO JUAN ROBLES CON BENJAMIN GARCIA OROZCO) DEL POBLADO DE LA VENTA DEL ASTILLERO.,932004.9,CONSTRUCTORA HIRA S.A. DE C.V.,Obra,RS,Infraestructura Urbana,Infraestructura Rural,17-Dic-07,27-Ene-08,Terminada sin Finiquitar,1,2007
353,962/N-AD-C12-07,CONSTRUCCION DE EMPEDRADO UBICADO EL TEPEHUAJE EN EL POBLADO SAN MIGUEL TETEPOSCO.,1123235.71,PROYECTOS Y EDIFICACIONES DEL PAIS S.A. DE C.V.,Obra,RN,Infraestructura Urbana,Infraestructura Rural,17-Dic-07,27-Ene-08,En proceso,1,2007
297,963/N-AD-C13-07,CONSTRUCCION DEL CAMINO RURAL UBICADO  DE LA ORILLA DEL CAMINO  AL BOSQUE DE LA PRIMAVERA EN EL EJIDO LA PRIMAVERA,891856.88,ESTRUCTURAS CONSTRUCCIONES Y URBANIZACIONES S.A. DE C.V.,Obra,RS,Infraestructura Urbana,Infraestructura Rural,19-Feb-08,01-Abr-08,En proceso,1,2007
297,964/N-AD-C12-07,CONSTRUCCION DE PASO DE ALCANTARILLA UBICADO KM. 4.8 INTERIOR BOSQUE DE LA PRIMAVERA (CARRETERA A NOGALES KM. 20) PEQUEniA PROPIEDAD SAN PABLO.,450894.56,GRUPO T Y P CONSTRUCTOR S.A. DE C.V.,Obra,RS,Infraestructura Urbana,Infraestructura Rural,17-Dic-07,27-Ene-08,En proceso,1,2007
7,965/P-AD-C12-07,PAVIMENTO DE CONCRETO HIDRAULICO DE 20CM DE ESPESOR EN LA CALLE INDEPEDENCIA ENTRE VICENTE GUERRERO Y CONSTITUCION EN LA COLONIA AGUA BLANCA,645501.14,PROYECTOS CONSTRUCTIVOS PAIS S.A DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,17-Dic-07,27-Ene-08,En proceso,1,2007
31,968/P-AD-C12-07,TRABAJOS DE TERMINACION DE PAVIMENTACION ASFALTICA Y AMPLIACION DE CAMELLON EN LA AVENIDA DEL BAJIO ESQUINA PROLONGACION VALLARTA EN LA COLONIA EL BAJIO.,195640.05,DICOYBA S.A. DE C.V.,Obra,RS,Infraestructura Urbana,Infraestructura Vial,17-Dic-07,13-Ene-08,Terminada sin Finiquitar,1,2007
371,969/P-AD-C13-07,REMODELACION DE LA DIRECCION DE CONTROL DEL ORDENAMIENTO TERRITORIAL DE LA DIRECCION DE OBRAS PUBLICAS DE ZAPOPAN UBICADA EN AVENIDA LAURELES NO. 250 EN LA COLONIA TEPEYAC.,750000,DURAN JIMENEZ ARQUITECTOS Y ASOCIADOS,Obra,1B,Equipamiento Urbano,Administracion y Gobierno,31-Dic-07,2-Mar-08,En proceso,1,2007
371,970/P-AD-C13-07,REMODELACION DE LA DIRECCION DE CONSTRUCCION DE OBRAS PUBLICAS DE ZAPOPAN UBICADA EN AVENIDA LAURELES NO. 250 EN LA COLONIA TEPEYAC.,750000,CEELE CONSTRUCCIONES S.A. DE C.V.,Obra,1B,Equipamiento Urbano,Administracion y Gobierno,31-Dic-07,2-Mar-08,Por Iniciar,1,2007
65,971/P-AD-C12-07,APUNTALAMIENTO DE LA PLAZA DE LOS CAUDILLO PARA EVENTOS CIVICOS DE SEPTIEMBRE  Y ROMERIA UBICADA EN ZAPOPAN CENTRO,261132.43,CONSTRUCCIONES ELECTRIFICACIONES Y ARRENDAMIENTOS DE MAQUINARIA S.A. DE C.V.,Obra,1A,Equipamiento Urbano,Administracion y Gobierno,17-Dic-07,17-Ene-08,Finiquitada,1,2007
148,972/P-CA-C12-07,CONSTRUCCION DE CONTRAFUERTES A BASE DE MAMPOSTEO DE PIEDRA RELLENO MEJORADO CON CEMENTO Y CANALETA DE CONCRETO LOCALIZADO EN EL EXTREMO NORESTE DE LAS INSTALACIONES DEL RASTRO MUNICIPAL EN LA COLONIA LA GRANA. (REFERENCIA : 871/P-AD-C10-06),62997.14,ISCECO S.A. DE C.V.,Convenio Adicional,2A,Equipamiento Urbano,Administracion y Gobierno,17-Dic-07,30-Dic-07,Terminada sin Finiquitar,1,2007
363,973/P-CA-C12-07,SUMINISTRO Y COLOCACION DE FUENTE DE CANTERA Y REJACERO EN LA GLORIETA UBICADA EN LA CONFLUENCIA DE LAS AVENIDAS JESUS MARINA VALLARTA Y MARINA MAZATLAN EN LA COLONIA SANTA MARGARITA RESIDENCIAL. (REFERENCIA : 854/P-AD-C10-06),12620.25,ALSERCON S.A. DE C.V.,Convenio Adicional,4,Equipamiento Urbano,Recreacion y Esparcimiento,17-Dic-07,30-Dic-07,Finiquitada,1,2007
367,974/P-CA-C12-07,REHABILITACION DE SANITARIOS EN LA ESCUELA SECUNDARIA REPUBLICA ITALIANA UBICADA EN LA CALLE 9 NUMERO 180 ENTRE LA AVENIDA ZOQUIPAN Y LAGO CAMECUARO EN LA COLONIA EL SEATLE EN ZAPOPAN JAL. (REFERENCIA: 048/N-OT-C02-07),17230.26,CONSTRUCTIO GERENS S.A. DE C.V.,Convenio Adicional,1B,Equipamiento Urbano,Educacion,17-Dic-07,30-Dic-07,Terminada sin Finiquitar,1,2007
23,975/P-CA-C12-07,"REHABILITACION DE BEBEDEROS EN LA ESC. ""HERMENEGILDO GALEANA"" LOCALIZADA EN LA CALLE NICOLAS BRAVO #2 DE LA COLONIA ARROYO HONDO 1° SECCION. (REFERENCIA: 071/N-OT-C04-07)",3629.38,CONSTRUCTORA OCCIDENTAL DE MÈXICO S.A. DE C.V.,Convenio Adicional,2A,Equipamiento Urbano,Educacion,17-Dic-07,23-Dic-07,Finiquitada,1,2007
329,976/P-AD-C12-07,ADECUACION VIAL CONSISTENTE EN CERRAR Y ABRIR EL CAMELLON CENTRAL UBICADO EN AV. MARIANO OTERO ENTRE LA AV. FELIPE ZETTER Y LA CALLE JESUS SANCHEZ CARRILLO COL. RINCONADA DEL SOL.,293649.58,GRUPO MUNDIAL Y MULTIPLE S&S S.A. DE C.V.,Obra,6,Infraestructura Urbana,Infraestructura Vial,17-Dic-07,13-Ene-08,En proceso,1,2007
349,978/P-AD-C13-07,CONSTRUCCION DE EMPEDRADO ACUniADO CON JAL EN LA PRIVADA HIDALGO ENTRE HIDALGO Y FRANCISCO I. MADERO EN LA COLONIA SAN JUAN DE OCOTAN.,237458.83,ING. JOSE LUIS FRAUSTO MIRANDA,Obra,4,Infraestructura Urbana,Infraestructura Vial,31-Dic-07,10-Feb-08,Terminada sin Finiquitar,1,2007
356,979/P-AD-C13-07,CONSTRUCCION DE ADOQUIN SOBRE LAS CALLES: MATAMOROS ENTRE HIDALGO Y MORELOS LEONA VICARIO ENTRE HIDALGO Y HACIENDITA Y CALLE HACIENDITA ENTRE LEONA VICARIO Y CAMINO A SANTA ANA EN LA COLONIA SANTA ANA TEPETITLAN.,1170000,GAMA CONSTRUCTORES Y ASOCIADOS S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,31-Dic-07,24-Feb-08,En proceso,1,2007
108,980/P-AD-C13-07,RELLENO DEL CANAL PLUVIAL CONSTRUCCION DE BOCA DE TORMENTA Y MURO DE MAMPOSTERIA SOBRE LA AVENIDA  OBREROS DE CANANEA ENTRE LA CALLE DE SAUL RODILES Y CALZADA CONSTITUYENTES EN LA COLONIA CONSTITUCION.,421693.25,CONSTRUCTORA VIRVAN S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Alcantarillado,12-Feb-08,25-Mar-08,En proceso,1,2007
148,981/P-AD-C13-07,CONSTRUCCION DE MURO DE MAMPOSTERIA A  UBICARSE EN LA PLANTA DE TRATAMIENTO DEL RASTRO MUNICIPAL.,52833.52,CONSTRUCCIONES FAMPE S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Saneamiento,31-Dic-07,27-Ene-08,Terminada sin Finiquitar,1,2007
356,983/P-AD-C13-2007,REESTRUCTURACION DEL CENTRO DE SALUD Y DELEGACION MUNICIPAL DE SANTA ANA TEPETITLAN,4224260.5, URELIFT S.A. DE C.V,Obra,8,Equipamiento Urbano,Salud,21-Ene-08,24-Feb-08,Por Iniciar,1,2007
356,989/P-AD-C13-2007,ESTUDIO CON TECNOLOGIA NO DESTRUCTIVA EN EL SUBSUELO DEL CENTRO DE SALUD Y DELEGACION MUNICIPAL DE SANTA ANA TEPETITLAN,164300.5, URELIFT S.A. DE C.V,Estudio y/o Proyecto,8,Equipamiento Urbano,Salud,21-Ene-08,24-Feb-08,Por Iniciar,1,2007
241,001/P-AD-C01-08,CONSTRUCCION DE PROTECCIONES (BARANDALES)  PARA PUENTE VEHICULAR UBICADO EN LA CALLE  PASEO DE LOS PARAISOS EN SU CRUCE CON EL ARROYO EN LA COLONIA MESA DE LOS OCOTES.,65681.53,GRUPO CONSTRUCTOR INNOBLACK S.A. DE C.V.,Obra,2B,Equipamiento Urbano,Equipamiento Vial,11-Feb-08,24-Feb-08,Terminada sin Finiquitar,0,2008
187,002/P-AD-C03-08,CONSTRUCCIoN DE LA RED DE ALCANTARILLADO PLUVIAL PARA ALIVIO DE INUNDACIoN EN LA CALLE FEDOR DOSTOIEVSKY PASEO LOMAS ALTAS ENTRE FEDOR DOSTOIEVSKY Y ERNEST HEMINGWAY EN LA COLONIA JARDINES DE LA PATRIA,251971.24,URBANIZACIoN Y CONSTRUCCIoN  AVANZADA  S.A. DE C.V.,Obra,5B,Infraestructura Urbana,Alcantarillado,,,Por Iniciar,0,2008
348,003/N-AD-C03-08,CONSTRUCCIoN DE RED DE AGUA POTABLE CON TUBERiA DE PVC SERIE RD-26 Y TOMAS DOMICILIARIAS EN LAS CALLES SIGUIENTES: SAN FRANCISCO ENTRE SAN MIGUEL Y SAN JOSe SAN IGNACIO ENTRE SAN JOSe Y SAN PABLO SAN PABLO ENTRE SAN IGNACIO Y SAN VICENTE EN LA COLONIA S,288621,J. CARMEN GARCIA CHAVEZ,Obra,RS,Infraestructura Urbana,Agua Potable,,,Por Iniciar,0,2008
201,005/P-AD-C03-08,CONSTRUCCIoN DE MURO DE MAMPOSTERIA AMBOS MARGENES EXCAVACIoN Y RELLENOS PARA PROTECCIoN DE CANAL PLUVIAL PLANTILLA DE PIEDRA LAJA AHOGADA Y LAVADERO TIPO ESCALERA DE PIEDRA BRAZA PARA  EL PARQUE ECA DO QUEIROS UBICADO EL LA CALLE VICTOR HUGO Y RAMON,350000,CONSTRUCTORA APANTLI S.A. DE C.V.,Obra,5B,Infraestructura Urbana,Alcantarillado,,,Por Iniciar,0,2008
274,006/P-AD-C03-08,SUSTITUCIoN DE LA RED DE ALCANTARILLADO SANITARIO EN CALLE PASEO DE LOS INFANTES ENTRE ARROYO Y PASEO DE LOS CABALLEROS ENTRE PASEO DE LOS INFANTES Y PASEO DE LA FAMILIA EN LA COLONIA PASEOS DEL BRISEniO.,213478.83,CONSTRUTOP S.A. DE C.V.,Obra,8,Infraestructura Urbana,Alcantarillado,,,Por Iniciar,0,2008
108,007/P-AD-C03-08,CONSTRUCCIoN DE BOCA DE TORMENTA EN LA CALLE FROILAN MANJARREZ EN SU CRUCE CON LA AV. VENUSTIANO CARRANZA EN LA COLONIA CONSTITUCIoN.,58088.92,GRUPO CONSTRUCTOR ESPECIALIZADO PUENTE-CASTILLO S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Alcantarillado,,,Por Iniciar,0,2008
196,008/P-AD-C03-08,TERMINACIoN DE LOS TRABAJOS PARA LA PAVIMENTACIoN CON CONCRETO HIDRAULICO EN LA CALLE PLAN DE GUADALUPE ENTRE GONZALES GALLO Y PRIVADA PENSAMIENTO EN LA COLONIA JARDINES DEL PORVENIR,157807.75,CONSTRU-OPCION S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,,,Por Iniciar,0,2008
335,009/P-AD-C03-08,CONSTRUCCION DE LA RED DE ALCANTARILLADO PLUVIAL PARA ALIVIO DE INUNDACION EN AV. PINOS ENTRE CANCER Y RINCONADA DE LAS CAMELIAS EN LA COLONIA RINCONADA SANTA RITA.,835466.13,ESTUDIOS PROYECTOS Y CONSTRUCCIONES DE GUADALAJARA S.A. DE C.V.,Obra,5B,Infraestructura Urbana,Alcantarillado,,,Por Iniciar,0,2008
273,012/P-AD-C03-08,CONSTRUCCIoN BAJO EL SISTEMA CONSTRUCTIVO DE CONTENEDORES PARA EL CENTRO DE DESARROLLO INFANTIL UBICADO EN LA CALLE LUIS QUINTERO S/N. EN LA COLONIA PARQUES DEL AUDITORIO,2343282.02,EDIFICACIONES RUBAL S.A. DE C.V.,Obra,2A,Equipamiento Urbano,Asistencia Social,,,Por Iniciar,0,2008
103,013/P-AD-C03-08,CONSTRUCCIoN BAJO EL SISTEMA CONSTRUCTIVO DE CONTENEDORES PARA EL CENTRO DE DESARROLLO INFANTIL UBICADO EN LA CALLE BOULEVARD DE LA ESPUELA S/N EN EL CONJUNTO HABITACIONAL LAURELES.,4459354.16,EDIFICACIONES RUBAL S.A. DE C.V.,Obra,1B,Equipamiento Urbano,Asistencia Social,,,Por Iniciar,0,2008
273,014/P-AD-C03-08,CONSTRUCCIoN DE LA OBRA CIVIL PARA RECIBIR SISTEMA CONSTRUCTIVO DE CONTENEDORES Y CONSTRUCCION DE OBRAS EXTERIORES PARA EL CENTRO DE DESARROLLO INFANTIL UBICADO EN LA CALLE LUIS QUINTERO S/N. EN LA COLONIA PARQUES DEL AUDITORIO,420053.35,EDIFICACIONES RUBAL S.A. DE C.V.,Obra,2A,Equipamiento Urbano,Asistencia Social,,,Por Iniciar,0,2008
103,015/P-AD-C03-08,CONSTRUCCIoN DE LA OBRA CIVIL PARA RECIBIR SISTEMA CONSTRUCTIVO DE CONTENEDORES Y CONSTRUCCIoN DE OBRAS EXTERIORES PARA EL CENTRO DE DESARROLLO INFANTIL UBICADO EN LA CALLE BOULEVARD DE LA ESPUELA S/N EN EL CONJUNTO HABITACIONAL LAURELES.,1186157.5,EDIFICACIONES RUBAL S.A. DE C.V.,Obra,1B,Equipamiento Urbano,Asistencia Social,,,Por Iniciar,0,2008
191,016/IP-AD-C03-08,"CONSTRUCCION DE 16 POZOS DE INFILTRACION ""RC-3570-G-E"" (PATENTE 163291) DE 5.00 MTS. DE PROFUNDIDAD X 1.40 MTS. DE DIAMETRO DE PERFORACION EN MATERIAL TIPO I UBICADOS EN UNIDAD DEPORTIVA AV. PROFESORA IDOLINA GAONA DE COSIO Y CUARTA NORTE EN LA COLONIA J",246099.93,RIVERA CONSTRUCCIONES S.A. DE C.V.,Obra,4,Infraestructura Urbana,Alcantarillado,28-Ene-08,24-Feb-08,Terminada sin Finiquitar,0,2008
237,017/P-CA-C03-08,SUMINISTRO Y COLOCACIoN DE SECCIONADOR DE 4 VIAS X 600 AMP. SF6 SUMERGIBLE MANUAL TRANSFORMADOR DE 37.5 2 BORNAS AUTOPROTEGIDO AY BT CON ABRAZADERA TRAMITES ANTE EL SECTOR JUaREZ DE LA COMISIoN FEDERAL DE ELECTRICIDAD Y REALIZACIoN DE PRUEBAS DE HI-POT,333612.78,CONSTRUCCIONES Y ESTRUCTURAS ITZ S.A. DE C.V.,Obra,7,Infraestructura Urbana,Electrificaciones,,,Por Iniciar,0,2008
367,019/P-AD-C01-08,ELABORACION DEL PROYECTO EJECUTIVO DE RENOVACION DE LA AVENIDA AURELIO ORTEGA SECCIONES CENTRAL Y ORIENTE UBICADOS EN LA AVENIDA AURELIO ORTEGA ENTRE LA CALLE 1 (MANUEL ALATORRE) Y LA CALLE SAN CRISToBAL EN LAS COLONIAS SEATTLE Y LOS MAESTROS.,236210,ARQ. JOSe JAVIER GOMEZ ALVAREZ,Estudio y/o Proyecto,1B,Equipamiento Urbano,Recreacion y Esparcimiento,11-Feb-08,16-Mar-08,En proceso,0,2008
169,020/N-AD-C01-08,CONSTRUCCION DE RED DE ELECTRIFICACION  EN MEDIA Y BAJA TENSION UBICADA ENTRE EL CAMINO STA. LUCIA-LA CORONILLA DEL OCOTE Y EL POBLADO RANCHO LOS HUMEDOS.,451657.56,ELEXTRA INGENIERIA S.A. DE C.V.,Obra,RN,Infraestructura Urbana,Electrificaciones,3-Mar-08,11-May-08,Por Iniciar,0,2008
65,022/P-AD-C01-08,TRABAJOS DE TERMINACION DE DISEniO CONSTRUCCION Y PUESTA EN SERVICIO DE OBRAS DE ILUMINACION EN FACHADA PRINCIPAL DE LA BASILICA DE NUESTRA SEniORA DE ZAPOPAN,490883.8,CARJAU S.A DE C.V.,Obra,1A,Equipamiento Urbano,Culto,11-Feb-08,9-Mar-08,Finiquitada,0,2008
394,023/P-AD-C01-08,PROYECTO DE INTERVENCION EN ARCO DEL EX HACIENDA VENTA DEL ASTILLERO UBICADO EN LA POBLACION DE LA VENTA DEL ASTILLERO.,105225,ARQ. LIZA NOHEMI TAPIA GARCIA,Estudio y/o Proyecto,RS,Equipamiento Urbano,Otros,11-Feb-08,13-Abr-08,Por Iniciar,0,2008
349,025/N-AD-C01-08,CONSTRUCCIoN DE EMPEDRADO TRADICIONAL  UBICADO EN EL TRIANGULO AL OCOTE EN EL EJIDO SAN JUAN DE OCOTAN,286271.98,GRUPO EDIFICADOR MAYAB S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Rural,,,Por Iniciar,0,2008
343,027/N-AD-C01-08,CONSTRUCCIoN DE EMPEDRADO TRADICIONAL  UBICADO EN EL POTRERO LOS ARMADILLOS EN EL EJIDO SAN ESTEBAN.,224318.16,ARQZA TECNOLOGIA EN DISEniO Y EDIFICACION S.A. DE C.V.,Obra,RN,Infraestructura Urbana,Infraestructura Rural,25-Feb-08,23-Mar-08,En proceso,0,2008
113,028/N-AD-C01-08,CONSTRUCCIoN DE EMPEDRADO TRADICIONAL  UBICADO EN EL CAMINO CERCA MORADA LA CORONILLA DEL OCOTE (TRAMO) EN EL POBLADO DE LA CORONILLA DEL OCOTE,642702.35,CONSTRUCTORA BUENO S.A. DE C.V.,Obra,RS,Infraestructura Urbana,Infraestructura Rural,11-Feb-08,13-Abr-08,Por Iniciar,0,2008
