"","colonia","dia.sem","long","lat","n"
"51","JARDINES DE NUEVO MEXICO","Sat",-103.447163638462,20.7667191130769,13
"52","MIRAMAR","Fri",-103.452208,20.6410283615385,13
"53","PASEOS DEL SOL","Tue",-103.432597292308,20.6359092461538,13
"54","TABACHINES","Thu",-103.361600546154,20.74005017,13
"55","ARBOLEDAS","Fri",-103.424594666667,20.62982151,12
"56","ESTANCIA LA","Wed",-103.428669966667,20.6703699575,12
"57","JARDINES DE NUEVO MEXICO","Mon",-103.448152133333,20.7676898175,12
"58","JARDINES DEL VALLE","Sat",-103.429792691667,20.7458568675,12
"59","PARAISOS DEL COLLI","Tue",-103.452271116667,20.6504447283333,12
"60","PASEOS DEL SOL","Fri",-103.43044,20.6351496208333,12
"61","SAN JUAN DE OCOTAN","Fri",-103.452940058333,20.708408395,12
"62","SAN JUAN DE OCOTAN","Tue",-103.454021291667,20.7093439008333,12
"63","AGUILAS LAS","Mon",-103.415107518182,20.6263029336364,11
"64","ARCOS DE ZAPOPAN","Sat",-103.406304290909,20.7407010236364,11
"65","ARROYO HONDO","Mon",-103.348578554545,20.7407622636364,11
"66","CALMA LA","Wed",-103.414818854545,20.6370243445455,11
"67","CIUDAD GRANJA","Mon",-103.450861527273,20.6795481309091,11
"68","ESTANCIA LA","Thu",-103.429964345455,20.6713959281818,11
"69","JARDINES VALLARTA","Thu",-103.425362645455,20.6827211854545,11
"70","MIRAMAR","Sat",-103.453875809091,20.6411887527273,11
"71","SANTA ANA TEPETITLAN","Wed",-103.456134445455,20.6215634809091,11
"72","TESISTAN","Wed",-103.479244009091,20.7992827572727,11
"73","TUZANIA LA","Mon",-103.412436754545,20.7356698172727,11
"74","ARBOLEDAS","Sat",-103.42144749,20.630480869,10
"75","ATEMAJAC DEL VALLE","Sat",-103.35592759,20.717619228,10
"76","BALCONES DE LA CANTERA","Mon",-103.35451474,20.743767765,10
"77","CABECERA MUNICIPAL","Sun",-103.39304556,20.723508211,10
"78","CALMA LA","Thu",-103.41756836,20.635269194,10
"79","CAMICHINES VALLARTA","Mon",-103.4303271,20.679421858,10
"80","COLLI EL","Sat",-103.43084505,20.644693694,10
"81","CONSTITUCION","Thu",-103.3664232,20.728915367,10
"82","ESTANCIA LA","Mon",-103.4282077,20.668990383,10
"83","JARDINES DEL VALLE","Mon",-103.42964636,20.748621669,10
"84","MARIANO OTERO","Fri",-103.44982073,20.631408589,10
"85","MARIANO OTERO","Sat",-103.44524415,20.63065884,10
"86","PARAISOS DEL COLLI","Fri",-103.45016866,20.650014279,10
"87","SANTA MARGARITA","Sat",-103.40788005,20.730709617,10
"88","SANTA MARGARITA","Thu",-103.4122502,20.729332686,10
"89","SANTA MARGARITA","Wed",-103.41386103,20.728603028,10
"90","TABACHINES","Tue",-103.36287386,20.7384298,10
"91","TUZANIA LA","Thu",-103.41272855,20.734353701,10
"92","VIGIA EL","Sat",-103.39361774,20.732552632,10
"93","VILLAS DE GUADALUPE","Wed",-103.3430364,20.755020566,10
"94","ARBOLEDAS","Mon",-103.425069366667,20.6297033533333,9
"95","AUDITORIO","Thu",-103.3496579,20.7310734666667,9
"96","BENITO JUAREZ","Sat",-103.340801733333,20.7318674744444,9
"97","CALMA LA","Sun",-103.415622666667,20.6342703555556,9
"98","CAMICHINES VALLARTA","Wed",-103.429934388889,20.6788128133333,9
"99","CIUDAD DEL SOL","Mon",-103.405558322222,20.6531495622222,9
"100","CIUDAD GRANJA","Fri",-103.450550766667,20.6831458333333,9
"101","LOMA BONITA EJIDAL","Thu",-103.404917722222,20.6265379811111,9
"102","MESA COLORADA","Fri",-103.339219511111,20.7634469833333,9
"103","MIGUEL HIDALGO","Mon",-103.340995177778,20.7475477844444,9
"104","NUEVO VERGEL","Mon",-103.364226155556,20.7549927833333,9
"105","PARAISOS DEL COLLI","Sat",-103.451016822222,20.6477545,9
"106","SANTA ANA TEPETITLAN","Mon",-103.455257333333,20.6210166766667,9
"107","SANTA ANA TEPETITLAN","Thu",-103.455568022222,20.6212733877778,9
"108","TABACHINES","Fri",-103.366271455556,20.7389747822222,9
"109","VIGIA EL","Fri",-103.391509455556,20.7349881855556,9
"110","VIGIA EL","Mon",-103.393784555556,20.7337018344444,9
"111","AGUILAS LAS","Fri",-103.4153011125,20.627361765,8
"112","AGUILAS LAS","Wed",-103.4142654375,20.625830525,8
"113","ARCOS DE ZAPOPAN","Tue",-103.4050386625,20.74111195625,8
"114","ATEMAJAC DEL VALLE","Thu",-103.35186215,20.7192417625,8
"115","AUDITORIO","Mon",-103.3490618375,20.7321506125,8
"116","BALCONES DE LA CANTERA","Sat",-103.35030895,20.74314702625,8
"117","BENITO JUAREZ","Thu",-103.340877625,20.73248460625,8
"118","CALMA LA","Tue",-103.4174683,20.63482443875,8
"119","CAMINO REAL","Wed",-103.413217525,20.6688662475,8
"120","COLLI EL","Tue",-103.4314942875,20.6440053775,8
"121","JARDINES DE NUEVO MEXICO","Fri",-103.4444562625,20.76601987,8
"122","JARDINES DE NUEVO MEXICO","Tue",-103.44489715,20.76530004,8
"123","JARDINES VALLARTA","Wed",-103.4255186125,20.68207824125,8
"124","MARIANO OTERO","Tue",-103.4487830375,20.630842075,8
"125","MESA COLORADA","Mon",-103.3385974375,20.76340066125,8
"126","MESA COLORADA","Sat",-103.340431025,20.76428134625,8
"127","MIRADOR DEL SOL","Sat",-103.42098935,20.65395014875,8
"128","PARAISOS DEL COLLI","Wed",-103.44975385,20.65029909875,8
"129","SAN ISIDRO EJIDAL","Mon",-103.398642325,20.7309284975,8
"130","SAN ISIDRO EJIDAL","Wed",-103.3976529875,20.73173637625,8
"131","SANTA ANA TEPETITLAN","Fri",-103.454594925,20.61803829125,8
"132","SANTA MARGARITA","Tue",-103.4167812125,20.72867403125,8
"133","TESISTAN","Mon",-103.47950565,20.800273765,8
"134","TUZANIA LA","Fri",-103.4112448,20.734447955,8
"135","VALLE DE LOS MOLINOS","Fri",-103.42455825,20.8498115275,8
"136","VALLE DE LOS MOLINOS","Thu",-103.4280951,20.851185965,8
"137","VICENTE GUERRERO","Wed",-103.4382237375,20.76626113625,8
"138","VILLAS DE GUADALUPE","Thu",-103.3449322875,20.7528811075,8
"139","VILLAS DE GUADALUPE","Tue",-103.3442566375,20.7535759075,8
"140","ALTAGRACIA","Sat",-103.392713157143,20.7434918,7
"141","ARBOLEDA LA","Thu",-103.408925242857,20.7320875842857,7
"142","ARBOLEDAS","Tue",-103.423239542857,20.6309007985714,7
"143","ARCOS DE ZAPOPAN","Fri",-103.407808057143,20.7414620071429,7
"144","ARROYO HONDO","Thu",-103.346684585714,20.73959407,7
"145","BENITO JUAREZ","Mon",-103.339493142857,20.7332522328571,7
"146","BRISEniO EL","Thu",-103.436625728571,20.62478172,7
"147","CAJETES LOS","Mon",-103.423547028571,20.5902795085714,7
"148","CHAPALITA","Mon",-103.4046452,20.6634658771429,7
"149","CIUDAD DEL SOL","Sat",-103.405377342857,20.6542000285714,7
"150","CIUDAD DEL SOL","Thu",-103.405729542857,20.6529309785714,7
"151","FORTIN EL","Tue",-103.468987771429,20.6254809257143,7
"152","JARDINES DE GUADALUPE","Sat",-103.424313242857,20.66310549,7
"153","JARDINES DE SAN IGNACIO","Fri",-103.404414828571,20.6699946871429,7
"154","JARDINES DEL VALLE","Thu",-103.431357828571,20.7484198128571,7
"155","JARDINES UNIVERSIDAD","Wed",-103.420685214286,20.6888184757143,7
"156","JARDINES VALLARTA","Mon",-103.423278385714,20.6809598885714,7
"157","MAGDALENA LA","Wed",-103.463663828571,20.8036518057143,7
"158","MARIANO OTERO","Wed",-103.452944414286,20.6305164328571,7
"159","MESA COLORADA PONIENTE","Mon",-103.3455223,20.7714619442857,7
"160","NUEVO MEXICO","Fri",-103.439991914286,20.7625793671429,7
"161","PARAISOS DEL COLLI","Thu",-103.448763828571,20.6510344085714,7
"162","REAL VALLARTA","Fri",-103.423690914286,20.6769526342857,7
"163","RESIDENCIAL SANTA MARGARITA","Mon",-103.419638614286,20.7373822728571,7
"164","SANTA ANA TEPETITLAN","Sat",-103.457570528571,20.6192998114286,7
"165","SANTA MARGARITA","Fri",-103.412817542857,20.7288701514286,7
"166","TUZANIA LA","Sat",-103.413819728571,20.7358700314286,7
"167","VIGIA EL","Thu",-103.392305828571,20.7335932885714,7
"168","VIGIA EL","Tue",-103.392795442857,20.7312222414286,7
"169","AGUILAS LAS","Sat",-103.414648283333,20.62574255,6
"170","ALAMEDAS LAS","Tue",-103.43622265,20.6350524333333,6
"171","ARBOLEDAS","Sun",-103.422117633333,20.6303045133333,6
"172","ARENALES TAPATIOS","Wed",-103.45973055,20.6342707,6
"173","ARROYO HONDO","Sat",-103.34595915,20.7401290583333,6
"174","ARROYO HONDO","Wed",-103.34701655,20.7425603466667,6
"175","ATEMAJAC DEL VALLE","Mon",-103.354937083333,20.7180335566667,6
"176","AUDITORIO","Sat",-103.3499413,20.73312655,6
"177","CAJETES LOS","Thu",-103.4228015,20.5894918466667,6
"178","CAMICHINES VALLARTA","Fri",-103.4306248,20.6799336366667,6
"179","CAMICHINES VALLARTA","Thu",-103.430512466667,20.6786712066667,6
"180","CONJUNTO LAURELES","Fri",-103.387630433333,20.7330583183333,6
"181","ESTANCIA LA","Fri",-103.429226833333,20.6704810166667,6
"182","ESTRADA LA","Mon",-103.473454583333,20.793222795,6
"183","FORTIN EL","Mon",-103.469486516667,20.626382945,6
"184","INDUSTRIAL BELENES NORTE","Wed",-103.39376805,20.740755585,6
"185","JACARANDAS","Sat",-103.38144955,20.7151896033333,6
"186","JARDINES DE SAN IGNACIO","Wed",-103.405837466667,20.670173565,6
"187","JARDINES DEL SOL","Thu",-103.416051133333,20.6471581216667,6
"188","JARDINES VALLARTA","Fri",-103.422265283333,20.680927975,6
"189","LOMAS DE LA PRIMAVERA","Sat",-103.472220966667,20.64134986,6
"190","LOMAS DE TABACHINES","Thu",-103.3602495,20.7484490933333,6
"191","LOMAS DE ZAPOPAN","Sat",-103.398554583333,20.744939405,6
"192","MARTINICA LA","Sat",-103.366789833333,20.7475884866667,6
"193","MIRADOR DE SAN ISIDRO","Thu",-103.391407216667,20.757383505,6
"194","MIRAMAR","Tue",-103.447953133333,20.6388643,6
"195","NUEVO MEXICO","Thu",-103.4401199,20.761883145,6
"196","PARQUES DE TESISTAN","Thu",-103.46820445,20.7978621433333,6
"197","PINAR DE LA CALMA","Wed",-103.41514905,20.6205029683333,6
"198","PLAZA PATRIA","Wed",-103.3780842,20.7122795983333,6
"199","PRADOS DE SANTA LUCIA","Fri",-103.5010174,20.80014359,6
"200","PRADOS DE SANTA LUCIA","Sat",-103.501906266667,20.8012477516667,6
"201","REAL VALLARTA","Mon",-103.424237133333,20.6768683883333,6
"202","RESIDENCIAL SANTA MARGARITA","Wed",-103.41949835,20.73491775,6
"203","RINCONADA LAS PALMAS","Mon",-103.399856633333,20.753584245,6
"204","TABACHINES","Sun",-103.365302216667,20.7410472316667,6
"205","TUZANIA LA","Sun",-103.412990866667,20.73355861,6
"206","TUZANIA LA","Tue",-103.4130023,20.73409975,6
"207","VALLARTA UNIVERSIDAD","Wed",-103.426736783333,20.68828789,6
"208","VENTA DEL ASTILLERO LA","Fri",-103.543276916667,20.72833788,6
"209","VENTA DEL ASTILLERO LA","Sat",-103.545888733333,20.72737265,6
"210","VENTA DEL ASTILLERO LA","Thu",-103.543976,20.7276422233333,6
"211","VISTA HERMOSA","Sat",-103.33455675,20.75982234,6
"212","AGUA BLANCA","Tue",-103.4348031,20.600672038,5
